Date of Comment;Country;Comment Title;FULL COMMENT;Our Comments;Service-On Board/Off Board;Punctuality;Airplane Infrastructure;Other Factors;Positive Comment;;;;;;;;;;;;;;;;;;;
2024-08-18T13:47:08.000Z;IT;Triple Charged due to faulty website;Wizzair flight W6 2339 budapest to rome Fumicino time of the flight 13 50, very bad experience. I had a free carry on luggage which is a small back pack with metal small support for the back. The who back fit in the rack , but the lady insisted I had to break the bag to fit in also thr metal part  it was sticking out approx 5 cm  of course she I sisted because the wizzair tries to get the money from the customers. I have never had problems with this bag on any other flights. Wizzair tries to reap people off.;;YES;NO;NO;NO;NO;;;;;;;;;;;;;;;;;;;
2024-08-18T09:42:11.000Z;SG;Why are you not saving passport infos…;"The worst airline! WizzAir made everyone from our plane in Tirana wait for 12 hours in the airport with 1 hour delay notifications. Then finally at midnight they boarded the plane, made us wait for another 30 minutes and then told us that the plane cannot take off because of certain regulation. Then they made us all go through immigration again for another 1 hour ;) Then when I filed a claim to get a refund for the cancelled flight they denied it and stated it's not their fault, lol. Luckily now I can file a dispute complaint with a 3rd party service since WizzAir requires to file a request for refund with them first (that they can decline) and only then you can file it with a 3rd party. I have a few more claims to make with WizzAir. Hard to believe they are still in business.";;YES;YES;NO;NO;NO;;;;;;;;;;;;;;;;;;;
2024-08-17T14:21:07.000Z;NL;Pure dishonesty;BADDDD NEVER AGAIN;;NO;NO;NO;NO;NO;;;;;;;;;;;;;;;;;;;
2024-08-15T19:53:26.000Z;FR;Abismal customer service and illegal tactics;"If I could give 0 start or even negative number, I would love to do so.
I ended up hiring a lawyer to settle a problem that I encounter during my trip with Wizz Air, and they lost the case completely.

What happened :
I travelled from Paris to nearby European city, with 1 stopover in another European city. When I arrived my stopover city, the airplane arrived 45 minutes late so I missed the next flight to my final destination.

The personnel of Wizzair, literally ignored me on my face when I was trying to talk to them.
I tried English, French, Spanish in all fluency but they IGNORED me.
Hence I could get absolutely zero information about connecting flight ir alternative flight option. I was in a state of shock but had to rebook the flight at the gate of arrival where I just had landed.

Absolutely no help and no sense of customer support.

If you have any similar experience like mine, I would recommend you to get a lawyer as they are a lot of lawyers used to deal with Wizz Air without a lawyer, Wizzair even do not reply customer reclaim forms.


I still do not understand why this company exist and had a permit to operate in Europe.";;YES;YES;NO;Lack of information provided;NO;;;;;;;;;;;;;;;;;;;
2024-08-15T15:16:05.000Z;RO;Worst airline on the planet but I think…;The worst company ! Never again wizz Air;;NO;NO;NO;NO;NO;;;;;;;;;;;;;;;;;;;
2024-08-15T12:16:26.000Z;NL;Swizz Air;"Before the flight it was not possible to checkin in their website due to whatever error they had. It just had a message ""Try again later"". But once you go to the airport they have an airport checkin fee of around 50 eur.

Complete scan, and almost impossible to reach their customer service.

Never traveling with them again.";;YES;NO;NO;Website, extra fees;NO;;;;;;;;;;;;;;;;;;;
2024-08-15T08:37:45.000Z;GB;Taking Legal Action Against Wizz Air for Scamming Practices;"My sister was due to travel with her daughter to Malaga on 28 June 2024. She was cleared at passport control and after a lengthy delay was denied boarding as the name on the ticket was different to the name on her passport. Her passport photo clearly indicated that she was one and the same person.

We provided WizzAir with a legal document clearly stating that she is also known by the name in which her flight had been booked.

The way she was treated and threatened with eviction from the airport beggars belief. She was treated like a criminal because her names did not correspond. I was called @ 9.30pm to go and collect a very distressed and anxious sister (who has had major life saving surgery and could have done without this awful experience) from Gatwick Airport which is 1hr 30mins from where I live.

Her daughter who booked her mother’s flight realised immediately at the time of booking that she had booked the ticket in the derivative form of her mum’s name and tried to amend this, but the website would not allow her to do this.

My sister has yet to receive further updates about her claim, other than an offer for settlement and asking for her bank details which was made on 16 July 2024. She provided the details requested, but her response was not acknowledged. None of our many follow on emails requesting an update, have been acknowledged either.

You cannot get any answers from the customer service team who advise you they cannot give you an update on your complaint.

This airline is not worth the paper it’s written on. I for one will never use them again. Cheap flights = Cheap service. They are absolute rubbish with no consideration for their customers.";;YES;YES;NO;Website;NO;;;;;;;;;;;;;;;;;;;
2024-08-15T05:19:58.000Z;ES;If you want to waste your time;The worst and rudest boarding staff, letting out her bad mood on passengers, I measured my backpack at home and it fitted fine in the measure box, she then forced me to also fit my little bag, that only accommodated my money, passport and phone, and I had a pillow (the flight is at 5 am), which I also had to force inside, because she „didn‘t like my tone“ I wasn’t even talking to her, she was interrupting a conversation with my couple and after I dared to mention, that a kid just passed with his pillow, she threatened me to not let me enter the plane. Her male college didn’t say anything looking into the abyss… after I asked for her name, she denied to tell me. This is the second time, that Wizz air boarding staff is rude, aggressive and unreasonable. She even admitted, that she does all this with intention, because she can… the other so rude thing that I dared to mention was, that the last time the handle of my backpack broke… and it was the same person, of course I wasn’t pleased about my broken luggage in the beginning of my trip thanks to her procedure, but at no time did I raise my voice or talk inappropriately to her….I prefer to take a 10 hour train, than to deal again with such frustrated people who hate their jobs, her little blonde college was very nice though;;YES;NO;NO;NO;NO;;;;;;;;;;;;;;;;;;;
2024-08-14T15:07:54.000Z;RO;Awful airline, can't recommend it.;"The worst experience ever!!!
They canceled the flight during the might night without providing any reasons.
The notice came only after 2-3 hour by email.
They did not provide any support for accomodation, for food and for a flight back home.";;YES;NO;NO;NO;NO;;;;;;;;;;;;;;;;;;;
2024-08-13T20:09:02.000Z;GB;ALWAYS delayed;Total disaster of an Airline. Horrible experience right from Gatwick Airport where they have only 2 staff members doing non-priority check-in counters and yet won’t allow to print your boarding pass from the comfort of your home and u will come to airport n be on queue standing for good 4hours . Then on our return from Istanbul back to London, flight was delayed for solid 6 hours and we didn’t get any information till we arrived at the airport by 12pm to check-in- for a 4:30pm flight. Pathetic of an Airline.;;YES;YES;NO;NO;NO;;;;;;;;;;;;;;;;;;;
2024-08-13T18:56:06.000Z;HU;They lost my baggage and the end of my…;"Got my ticket and im in the plane
Captain: sorry there is a damage in the plane it need to check
IT TAKES 5 HOURS AFTER THEY SAID ITS CANCELLED
and i need to wait 7 more hours nice
Never use vizzair again";;YES;NO;NO;Lost baggage;NO;;;;;;;;;;;;;;;;;;;
2024-08-13T08:39:08.000Z;GB;Trash company sold our seats;I paid for my seat and they changed the plane ALLEGEDLY without asking me or telling me and I was told: you need to claim your money back from the company , never mind that they all work for the company themselves. I would have never taken this flight if it had not been the only option for me on this day. I have had nothing but terrible experiences with this company. It should be shut and restarted by other management. You cannot call any customer service line and nobody ever replies to the emails. I really clearly online and nobody ever deals with them. They behave as if they hate their customers. Do I need to add that they owe me a lot of money for transfer taxis that have never showed up? A disgrace. No wonder it has such a low rating. If they can annoy their customers they will try their best!.;;YES;NO;NO;NO;NO;;;;;;;;;;;;;;;;;;;
